job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,1.75,PG03,1.75,0.42,RM_type_C,Permanent,Female,1988,Y,2,1,1,level_4,3.1,2010,7,7,7,4,0,7,0,1,44.95666667,59.48,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,,,,4,4,3,2,0,4,0,1,80.08333333,76.35,1,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1991,Y,1,0,1,,,,4,4,2,2,0,9,3,1,71.24333333,73.3,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,3.01,2011,6,6,6,5,0,7,3,1,61.78333333,67.85,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Female,1993,N,0,0,0,level_4,3.5,2014,3,3,3,3,0,8,0,1,60.24666667,63.28,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,3.25,RM_type_B,Permanent,Female,1988,Y,2,2,0,level_4,3,2011,3,3,2,3,0,3,5,1,76.89666667,87.08,2,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,2.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3,2010,3,3,2,2,0,3,1,1,45.90666667,52.8,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3,2013,3,3,2,2,0,3,4,1,63.80666667,62.73,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,2.67,PG03,2.67,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,3.01,2010,6,6,4,3,0,4,0,1,92.92333333,101.25,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.33,PG03,1.33,1.25,RM_type_B,Permanent,Male,1992,N,0,0,0,level_3,3.42,2013,2,2,2,2,0,2,0,1,,,,,,
JG04,1.67,PG03,1.67,1.25,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_4,3,2011,3,3,3,3,0,9,3,1,47.37,44.05,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3,2012,3,3,2,3,0,5,0,1,85.22333333,105.29,2,Tidak diberikan target,achiev_> 1.5,reached
JG04,2.58,PG03,2.58,1.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3.11,2011,5,5,3,4,0,3,0,1,93.35,95.05,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.08,PG03,1.08,1.42,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3.06,2013,1,1,1,3,0,3,0,1,,,,,,
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,,,,4,4,2,2,0,2,0,1,78.71666667,90.68,1,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3,2014,3,3,2,2,0,2,0,1,52.05666667,62.51,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,2.42,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,3,2011,2,2,1,3,0,1,0,1,13,13,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,3.23,2010,3,3,2,4,0,0,0,1,13.00333333,13,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3,2010,3,3,2,2,0,0,0,1,44.07,46.63,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Male,1992,Y,1,1,0,level_4,3,2014,3,3,2,2,0,6,1,1,62.43666667,70.49,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Male,1987,Y,1,1,0,level_4,3,2011,3,3,2,3,0,0,0,1,47.8,54.61,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.08,RM_type_A,Permanent,Male,1988,Y,1,0,1,,,,4,4,3,3,0,5,0,1,60.93666667,58.49,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1991,N,0,0,0,,,,4,4,3,3,2,5,0,1,94.89666667,99.56,3,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1986,Y,1,0,1,level_4,3,2010,3,3,2,2,0,1,0,1,48.83,56.3,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.45,2014,2,2,2,2,0,0,0,1,27.42333333,37.78,0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1990,Y,2,1,1,,,,4,4,3,5,0,6,2,1,105.7266667,111.56,3,achiev_100%-150%,achiev_100%-150%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1992,Y,1,1,0,level_4,3.05,2013,2,2,2,2,2,6,0,1,51.04333333,60.26,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,2,RM_type_A,Permanent,Male,1991,N,0,0,0,,,,4,4,3,3,1,4,0,1,71.43333333,78.96,0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1986,Y,2,1,1,level_3,3.51,2009,6,6,5,4,0,6,0,1,120.8566667,123.5,3,achiev_100%-150%,achiev_100%-150%,reached
JG04,1.75,PG03,1.75,2.5,RM_type_A,Permanent,Male,1986,Y,2,1,1,level_3,2.98,2012,4,4,3,3,0,5,0,1,89.89333333,104.81,2,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1989,Y,2,2,0,,,,4,4,4,2,0,3,0,1,101.2066667,120.32,3,achiev_100%-150%,achiev_> 1.5,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.24,2012,2,2,2,2,0,0,0,1,63.78666667,69.76,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1988,N,0,0,0,,,,4,4,4,4,2,3,0,1,54.55333333,60.31,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_3,3.21,2009,2,2,4,3,1,1,0,1,56.99666667,79.88,0,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1983,Y,2,1,1,level_3,3.13,2012,5,5,3,5,0,7,0,1,102.9066667,103.59,3,achiev_50%-100%,achiev_> 1.5,reached
JG04,2.67,PG03,2.67,0.5,RM_type_A,Permanent,Male,1987,Y,2,1,1,level_4,3.2,2009,6,6,5,3,0,10,0,1,111.5266667,113.69,3,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.24,2010,6,6,4,3,4,3,0,1,56.90666667,56.06,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Female,1990,Y,1,1,0,,,,3,3,3,2,3,6,0,1,65.66333333,69.93,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0.33,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,3.16,2012,4,4,5,3,0,0,0,1,50.04333333,53.61,0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.08,PG03,2.08,0.5,RM_type_A,Permanent,Female,1985,Y,1,1,0,level_4,3.85,2007,6,6,6,5,0,5,0,1,89.97,114.45,1,achiev_50%-100%,achiev_100%-150%,reached
JG04,7.17,PG04,4,1.5,RM_type_A,Permanent,Female,1984,Y,2,1,1,level_3,2.81,2007,7,7,6,4,0,0,4,1,16.66666667,20,0,,,
JG04,1.67,PG03,1.67,1.42,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,3.01,2008,7,7,5,4,0,0,0,1,55.74,60.58,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,2,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3.3,2011,4,4,3,3,0,1,0,1,53.66666667,73.91,1,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3,2012,3,3,2,3,0,4,0,1,70.26333333,90.81,1,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,3,2011,3,3,2,2,0,4,0,1,14.33,14.97,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_A,Permanent,Male,1993,Y,0,0,0,level_3,3.11,2014,1,1,1,2,0,2,0,1,,,,,,
JG04,1.58,PG03,1.58,1.5,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3.1,2011,3,3,2,2,0,3,0,1,57.26333333,62.51,0,achiev_50%-100%,achiev_< 50%,reached
JG04,8,PG04,2,0.5,RM_type_A,Permanent,Male,1981,Y,2,2,0,level_4,3.12,2003,15,15,10,9,0,0,0,1,47.47333333,45.97,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3,2013,3,3,2,2,0,0,0,1,64.13666667,60.93,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1984,Y,1,0,1,level_4,2.7,2009,6,6,6,4,0,0,0,1,61.49666667,73.71,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Female,1989,Y,2,1,1,level_3,3.62,2010,5,5,3,5,0,5,0,1,70.31666667,75.53,0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.83,PG03,0.83,0.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,2.96,2012,1,1,2,2,0,0,0,1,,,,,,
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,,,,4,4,4,4,0,3,0,1,57.43333333,60.73,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1990,N,0,0,0,level_4,3.51,2012,3,3,2,3,0,1,0,1,73.02666667,85.54,1,achiev_< 50%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1990,Y,1,1,0,,,,4,4,4,3,0,9,3,1,21.27,43.77,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,8,PG04,3.5,1.5,RM_type_A,Permanent,Male,1982,Y,2,1,1,level_4,3.32,2005,12,13,10,6,0,0,0,1,54.28,50.75,0,achiev_< 50%,achiev_< 50%,reached
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Female,1987,N,0,0,0,level_3,3.25,2008,7,7,7,5,0,2,1,1,74.30333333,71.83,0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.75,PG03,1.75,2.5,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_4,3.39,2010,4,4,2,4,0,4,0,1,57.02,60.97,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,,,,4,4,3,3,0,2,0,1,70.81,63.24,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1990,Y,2,1,1,,,,4,4,3,4,0,9,0,1,51.30666667,48.55,0,achiev_< 50%,achiev_< 50%,reached
JG04,2.67,PG03,2.67,1.5,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_4,3.43,2011,6,6,4,6,0,5,1,1,67.52666667,63.7,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.42,RM_type_B,Permanent,Male,1984,Y,1,1,0,level_3,3.07,2009,4,4,2,2,0,5,0,1,51.74666667,45.31,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0,RM_type_A,Permanent,Male,1990,Y,2,1,1,level_4,3,2012,3,3,3,3,0,3,0,1,40.97333333,47.02,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.25,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3,2009,2,2,2,3,0,4,0,1,36.96666667,37.74,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,0.83,PG03,0.83,1.42,RM_type_B,Permanent,Male,1993,Y,0,0,0,level_4,3.42,2015,1,1,1,2,0,0,0,1,,,,,,
JG04,0.83,PG03,0.83,1.42,RM_type_B,Permanent,Female,1991,N,0,0,0,level_4,3.33,2013,1,1,1,2,0,0,0,1,,,,,,
JG04,1.25,PG03,1.25,0,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_3,3,2006,5,5,4,2,0,3,0,1,56.20666667,58.38,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,,,,4,4,3,2,0,3,1,1,50.94333333,48.44,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.75,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,2.89,2009,6,6,3,2,0,3,2,1,80.73666667,82.29,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_3,3.04,2011,5,5,2,2,0,5,8,1,70.89,72.49,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,0,2014,3,3,3,3,0,6,5,1,13.88,13.88,0,achiev_< 50%,achiev_< 50%,reached
JG03,4.92,PG01,4.92,0,RM_type_A,Permanent,Male,1984,N,0,0,0,level_4,2.8,2009,5,5,3,2,0,1,0,1,76,82.64,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,2.5,RM_type_B,Permanent,Female,1987,Y,1,1,0,level_4,0,2014,3,3,1,2,0,2,3,1,15.08,15.08,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Female,1983,Y,2,2,0,level_4,3.24,2007,7,7,6,5,0,3,2,1,91.37333333,91.14,3,achiev_100%-150%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_4,3.49,2011,5,5,2,4,0,2,1,1,69.08,72.98,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1983,Y,1,1,0,level_4,3.27,2006,5,5,2,2,0,7,3,1,58.25666667,55.64,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,299,2008,5,5,4,2,0,1,0,1,82.96333333,88.86,1,achiev_> 1.5,achiev_< 50%,reached
JG05,8,PG06,1.5,0,RM_type_A,Permanent,Male,1971,Y,0,0,0,level_3,2.85,1994,17,22,14,6,0,3,2,1,68.43,73.64,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Female,1986,Y,3,1,2,level_4,3.39,2008,6,6,4,5,0,8,0,1,70.32333333,71.6,0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.42,RM_type_B,Permanent,Male,1987,Y,2,0,2,level_4,285,2012,6,6,3,4,1,2,2,1,39.05333333,39.06,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.42,RM_type_B,Permanent,Male,1982,Y,1,0,1,level_4,313,2011,6,6,3,4,0,1,0,1,110.09,108.39,3,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.75,PG03,1.75,0,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_5,362,2012,5,5,2,4,0,7,0,1,71.96,74.05,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Female,1992,Y,1,1,0,level_4,3.33,2014,1,1,2,2,0,0,28,1,,,,,,
JG04,1.75,PG03,1.75,3.25,RM_type_A,Permanent,Male,1984,Y,2,0,2,level_4,3.15,2011,3,3,1,3,0,3,0,1,47.66666667,88.76,1,achiev_50%-100%,achiev_> 1.5,reached
JG04,4.83,PG04,4.5,0.5,RM_type_A,Permanent,Female,1974,Y,2,1,1,level_4,3.01,2007,22,22,11,9,0,0,4,1,65.87,64.66,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,8.17,PG04,4.5,2.5,RM_type_A,Permanent,Female,1981,Y,2,1,1,level_4,3.13,2003,15,16,13,10,0,3,2,1,69.15333333,73.84,0,achiev_50%-100%,achiev_< 50%,reached
JG05,7.33,PG07,8,1.5,RM_type_A,Permanent,Female,1963,Y,3,2,1,level_4,0,1990,31,31,11,8,0,3,7,1,84.37333333,83.84,1,achiev_50%-100%,achiev_50%-100%,reached
JG05,8,PG06,5.5,2.5,RM_type_A,Permanent,Male,1971,Y,2,1,1,level_3,2.98,1996,20,22,13,5,0,5,6,1,52.46666667,53.76,0,achiev_> 1.5,achiev_< 50%,not reached
JG05,7.33,PG06,5.5,1.5,RM_type_A,Permanent,Female,1970,Y,3,2,1,level_4,0,2007,28,28,13,8,0,2,1,1,75.26666667,81.08,0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.5,PG03,0.5,1.42,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.3,2009,1,1,1,2,0,0,0,1,,,,,,
JG04,1.5,PG03,1.5,0,RM_type_A,Permanent,Male,1987,Y,2,1,1,level_4,3.15,2010,5,5,4,4,0,5,4,1,94.14333333,96.65,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1985,N,0,0,0,level_4,2.87,2007,6,6,4,4,1,3,3,1,55.00333333,55.13,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1983,Y,2,0,2,level_4,3.16,2005,7,7,3,4,1,4,1,1,119.2066667,114.9,3,achiev_50%-100%,achiev_100%-150%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Female,1988,N,0,0,0,level_4,0,2013,2,2,2,3,1,3,0,1,,,,,,
JG04,8,PG04,4.5,0.17,RM_type_A,Permanent,Female,1979,Y,0,0,0,level_4,3.34,2002,15,15,7,8,5,3,0,1,61.95,64.61,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1984,Y,0,0,0,level_4,3.16,2008,6,6,4,3,0,12,9,1,65.70666667,66.56,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.42,PG03,1.42,2.17,RM_type_A,Permanent,Female,1988,Y,1,1,0,level_4,0,2013,2,2,1,2,0,5,0,1,,,,,,
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.23,2011,4,4,2,3,2,0,0,1,26.40333333,32.78,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,8.08,PG04,2,0.5,RM_type_A,Permanent,Male,1975,Y,0,0,0,level_4,2.87,1999,16,17,10,7,2,3,1,1,42,45.73,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,0,2010,4,4,3,3,2,0,0,1,48.11333333,50.81,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.58,RM_type_A,Permanent,Male,1988,Y,1,0,1,level_4,0,2014,3,3,2,3,0,3,0,1,20,20,0,,,
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1986,Y,2,1,1,level_4,2.8,2014,5,5,4,3,0,3,2,1,57.63333333,63.79,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,0,2009,6,6,3,3,7,3,0,1,81.87,79.56,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.33,PG03,1.33,1,RM_type_A,Permanent,Female,1990,Y,0,0,0,level_4,0,2013,2,2,2,3,1,1,0,1,,,,,,
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Female,1988,Y,0,0,0,level_4,0,2014,3,3,2,2,0,2,0,1,14.91,14.91,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_3,0,2009,4,4,3,3,4,0,0,1,50.04666667,43.37,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,0.17,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,0,2014,3,3,3,3,0,3,0,1,20,20,0,,,
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,0,2010,5,5,3,3,7,3,3,1,61.60666667,68.68,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,7.42,PG04,4,1.92,RM_type_A,Permanent,Male,1982,Y,2,2,0,level_4,3.07,2004,7,7,3,4,3,0,1,1,36.71333333,35.58,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,0,2014,3,3,2,2,0,3,0,1,20,20,0,,,
JG04,8,PG04,4.5,1.5,RM_type_A,Permanent,Male,1980,Y,1,1,0,level_4,3.1,2003,15,15,7,7,5,0,0,1,80.88666667,100.77,1,achiev_100%-150%,achiev_> 1.5,not reached
JG04,2.83,PG03,2.83,0.5,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_4,0,2006,7,7,4,3,9,3,1,1,42.19666667,41.1,0,achiev_50%-100%,Tidak diberikan target,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,0,2014,3,3,2,4,3,2,0,1,60.39,68.87,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Female,1986,Y,0,0,0,level_4,0,2008,4,4,2,2,0,6,6,1,14.38666667,15.23,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1983,Y,1,0,1,level_4,3.21,2007,6,6,4,3,1,6,0,1,69.73,73.58,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.92,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,0,2013,2,2,1,2,0,3,0,1,,,,,,
JG05,8,PG06,5.5,1.5,RM_type_A,Permanent,Male,1975,Y,2,1,1,level_4,2.97,1999,16,18,9,7,5,3,0,1,71.08333333,71.67,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.25,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,0,2014,3,3,3,4,0,3,6,1,42.42,42.42,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1990,Y,1,0,1,level_4,0,2013,1,1,2,3,0,0,0,1,,,,,,
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Male,1991,Y,1,1,0,level_4,0,2014,3,3,2,2,2,3,0,1,20,20,0,,,
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,0,2013,2,2,2,2,0,3,1,1,,,,,,
JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Female,1990,Y,2,1,1,level_3,3.19,2014,4,4,2,4,0,0,2,1,65.66333333,74.02,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.17,2013,3,3,2,2,2,3,1,1,51.41,55.83,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,3.16,2013,4,4,2,2,0,2,0,1,25.69333333,51.08,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,2.97,2010,5,5,5,4,1,2,0,1,54.01666667,41.99,0,achiev_< 50%,achiev_< 50%,reached
JG04,2.58,PG03,2.58,1.5,RM_type_B,Permanent,Male,1983,Y,2,1,1,level_4,3.22,2007,7,7,3,5,1,3,0,1,71.14333333,74.19,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.17,RM_type_A,Permanent,Male,1988,Y,2,2,0,level_3,3.02,2010,4,4,3,3,0,1,2,1,51.1,65.33,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0,RM_type_B,Permanent,Male,1989,Y,2,1,1,level_4,3,2011,5,5,3,3,0,4,2,1,67.98333333,40.95,1,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0,RM_type_B,Permanent,Male,1991,Y,1,0,1,level_4,3.52,2015,1,1,2,3,0,0,0,1,,,,,,
JG04,0.5,PG03,0.5,1.5,RM_type_B,Permanent,Male,1986,N,0,0,0,level_4,2.89,2011,3,3,2,2,0,0,0,1,13.24,13.48,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Male,1980,Y,1,0,1,level_4,3.13,2003,6,6,4,4,0,2,10,1,66.12,62.26,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.17,PG03,1.17,2.5,RM_type_A,Permanent,Male,1985,Y,2,0,2,level_4,0,2006,5,5,3,2,0,2,1,1,32.45,35.21,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1.92,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_3,3.14,2010,5,5,2,3,0,1,0,1,72.41333333,56.29,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.92,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.03,2010,5,5,3,3,0,3,0,1,62.89666667,51.06,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Male,1989,Y,2,0,2,level_4,3.1,2011,3,3,2,4,0,6,3,1,41.12,59.64,0,achiev_< 50%,achiev_< 50%,reached
